,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_var_smoothing,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
97,0.026281976699829103,0.0003152852770921174,0.006194591522216797,0.00017311927484178424,2.5353644939701167e-20,{'var_smoothing': 2.5353644939701167e-20},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
96,0.026415920257568358,0.00035161179894964553,0.006262922286987304,0.00010877967272061796,4.03701725859655e-20,{'var_smoothing': 4.03701725859655e-20},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
95,0.026182222366333007,0.00016269977316495804,0.006184053421020508,5.425044896142951e-05,6.428073117284345e-20,{'var_smoothing': 6.428073117284345e-20},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
94,0.026464557647705077,0.0001416173928143124,0.006233835220336914,6.651589513817473e-05,1.0235310218990268e-19,{'var_smoothing': 1.0235310218990268e-19},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
93,0.026490545272827147,0.00014583997249214433,0.0062468528747558595,2.8978755847370444e-05,1.6297508346206402e-19,{'var_smoothing': 1.6297508346206402e-19},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
92,0.026465749740600585,6.125021092015666e-05,0.006196069717407227,7.44182873735696e-05,2.5950242113997427e-19,{'var_smoothing': 2.5950242113997427e-19},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
91,0.02648196220397949,0.00030033858585649,0.0062563419342041016,3.962772122452516e-05,4.1320124001153346e-19,{'var_smoothing': 4.1320124001153346e-19},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
90,0.026424694061279296,0.00023816932046411002,0.00626988410949707,4.758667608468571e-05,6.579332246575709e-19,{'var_smoothing': 6.579332246575709e-19},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
89,0.026442480087280274,0.00035170764692838476,0.006254434585571289,0.00010136126922339658,1.0476157527896661e-18,{'var_smoothing': 1.0476157527896661e-18},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
76,0.02629055976867676,0.000393918365490542,0.006249189376831055,6.148629797737186e-05,4.4306214575838864e-16,{'var_smoothing': 4.4306214575838864e-16},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
88,0.02649679183959961,0.00022292005059162015,0.00623164176940918,5.886507883886002e-05,1.6681005372000558e-18,{'var_smoothing': 1.6681005372000558e-18},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
86,0.026617765426635742,8.807261053042103e-05,0.006193208694458008,9.480182290876113e-05,4.229242874389499e-18,{'var_smoothing': 4.229242874389499e-18},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
85,0.026445579528808594,0.00013029355250573628,0.006222295761108399,3.986352938780286e-05,6.734150657750801e-18,{'var_smoothing': 6.734150657750801e-18},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
84,0.026100587844848634,9.914858415848671e-05,0.006181144714355468,7.820719603619266e-05,1.0722672220103254e-17,{'var_smoothing': 1.0722672220103254e-17},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
83,0.02596249580383301,0.00010221920690900686,0.006129169464111328,5.582958834584516e-05,1.7073526474706886e-17,{'var_smoothing': 1.7073526474706886e-17},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
82,0.026137161254882812,0.00018270303042438774,0.006165361404418946,8.204351562132671e-05,2.7185882427329514e-17,{'var_smoothing': 2.7185882427329514e-17},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
81,0.026022911071777344,0.0001404395932964781,0.006127357482910156,3.7983903434974724e-05,4.328761281083062e-17,{'var_smoothing': 4.328761281083062e-17},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
80,0.02589383125305176,5.689840283772382e-05,0.006132650375366211,6.354405753233892e-05,6.892612104349681e-17,{'var_smoothing': 6.892612104349681e-17},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
79,0.025960922241210938,5.2130973336397074e-05,0.006128072738647461,3.96024671088151e-05,1.097498765493059e-16,{'var_smoothing': 1.097498765493059e-16},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
78,0.02630605697631836,0.0005514194172612966,0.006190109252929688,6.504702046827314e-05,1.7475284000076829e-16,{'var_smoothing': 1.7475284000076829e-16},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
87,0.026370143890380858,0.0001128671236765087,0.006192302703857422,7.161287701716139e-05,2.6560877829466947e-18,{'var_smoothing': 2.6560877829466947e-18},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
52,0.026247501373291016,0.0004410822068626765,0.006258630752563476,0.0001702362481770218,3.125715849688235e-11,{'var_smoothing': 3.125715849688235e-11},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
99,0.026201868057250978,0.0002892162456159212,0.006154394149780274,5.546081487364773e-05,1e-20,{'var_smoothing': 1e-20},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
50,0.026070070266723634,8.005177091277572e-05,0.006154346466064453,5.981245055787612e-05,7.924828983539185e-11,{'var_smoothing': 7.924828983539185e-11},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
24,0.027124595642089844,0.00027969730496233547,0.0063933849334716795,0.00020458344712206942,1.4174741629268048e-05,{'var_smoothing': 1.4174741629268048e-05},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
25,0.026222848892211915,9.431335138762184e-05,0.006220054626464844,3.7356288501567043e-05,8.902150854450392e-06,{'var_smoothing': 8.902150854450392e-06},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
26,0.026069450378417968,0.0001481661577668855,0.006158065795898437,6.24571859993207e-05,5.590810182512223e-06,{'var_smoothing': 5.590810182512223e-06},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
51,0.02596559524536133,0.0001015965994157358,0.006149911880493164,7.279924600654568e-05,4.977023564332114e-11,{'var_smoothing': 4.977023564332114e-11},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
28,0.02671818733215332,0.0004192271754660073,0.006184053421020508,5.5376460530759815e-05,2.2051307399030456e-06,{'var_smoothing': 2.2051307399030456e-06},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
29,0.02633819580078125,0.00015245115591022476,0.0062290668487548825,0.00017669815833370686,1.3848863713938746e-06,{'var_smoothing': 1.3848863713938746e-06},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
30,0.02662825584411621,0.0002708325501361833,0.006245231628417969,0.00011150422750238983,8.697490026177835e-07,{'var_smoothing': 8.697490026177835e-07},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
31,0.02662038803100586,0.0002227223114421088,0.006237554550170899,5.8636508492251234e-05,5.462277217684348e-07,{'var_smoothing': 5.462277217684348e-07},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
32,0.027573490142822267,0.0003115207335347657,0.006461668014526367,6.61377435792632e-05,3.4304692863149193e-07,{'var_smoothing': 3.4304692863149193e-07},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
33,0.02622509002685547,0.00039281919182478087,0.006158161163330078,5.9179967515762165e-05,2.1544346900318822e-07,{'var_smoothing': 2.1544346900318822e-07},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
34,0.026038265228271483,0.0001760595923494716,0.006140470504760742,5.537309353907431e-05,1.3530477745798075e-07,{'var_smoothing': 1.3530477745798075e-07},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
35,0.02636871337890625,0.0001514181811389051,0.006280946731567383,0.00017951075521303934,8.497534359086438e-08,{'var_smoothing': 8.497534359086438e-08},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
36,0.026552534103393553,0.00013520890621409722,0.006235647201538086,7.28764754127317e-05,5.3366992312063125e-08,{'var_smoothing': 5.3366992312063125e-08},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
27,0.02633357048034668,0.0001135591471511796,0.006216812133789063,6.496622359345252e-05,3.5111917342151347e-06,{'var_smoothing': 3.5111917342151347e-06},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
38,0.026457548141479492,0.00011073335442135424,0.006296777725219726,7.056845192607746e-05,2.104904144512022e-08,{'var_smoothing': 2.104904144512022e-08},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
39,0.026532840728759766,9.339624774482885e-05,0.006190729141235351,5.594935832408292e-05,1.3219411484660288e-08,{'var_smoothing': 1.3219411484660288e-08},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
40,0.02654294967651367,0.0005782803666261287,0.006232070922851563,9.197809331175542e-05,8.302175681319736e-09,{'var_smoothing': 8.302175681319736e-09},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
41,0.027611923217773438,0.0007307417263520251,0.006331253051757813,0.00016391955448341247,5.214008287999695e-09,{'var_smoothing': 5.214008287999695e-09},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
42,0.02660236358642578,0.00031857631499183166,0.006264019012451172,0.00015400846644144435,3.2745491628777316e-09,{'var_smoothing': 3.2745491628777316e-09},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
43,0.026143789291381836,0.00014541156762229473,0.006191539764404297,4.107929286129513e-05,2.0565123083486515e-09,{'var_smoothing': 2.0565123083486515e-09},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
44,0.027303504943847656,0.000550769941666134,0.006414079666137695,0.00014680898482219068,1.2915496650148826e-09,{'var_smoothing': 1.2915496650148826e-09},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
45,0.026509618759155272,0.0003984404214842916,0.0062045097351074215,7.651068775610242e-05,8.111308307896889e-10,{'var_smoothing': 8.111308307896889e-10},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
46,0.026361608505249025,0.00017613319010698308,0.006211042404174805,3.229353030852973e-05,5.094138014816385e-10,{'var_smoothing': 5.094138014816385e-10},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
47,0.026139163970947267,0.00010704697900082594,0.006197357177734375,5.9135036641865725e-05,3.1992671377973845e-10,{'var_smoothing': 3.1992671377973845e-10},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
48,0.025849676132202147,0.00013060495774002773,0.0061455249786376955,4.243700689171649e-05,2.0092330025650458e-10,{'var_smoothing': 2.0092330025650458e-10},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
98,0.02612471580505371,0.0001134574875168923,0.006151628494262695,5.8921600520710436e-05,1.5922827933410873e-20,{'var_smoothing': 1.5922827933410873e-20},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
37,0.026879405975341795,0.00030742814691571115,0.006327199935913086,0.00012152084350456608,3.351602650938841e-08,{'var_smoothing': 3.351602650938841e-08},0.6988748798527784,0.6889865875535733,0.6896365151971731,0.6882698848800584,0.6907821556771478,0.6913100046321462,0.00387161784116236,5
16,0.02700982093811035,8.971505805642637e-05,0.006335401535034179,0.00015643301237570903,0.0005857020818056667,{'var_smoothing': 0.0005857020818056667},0.6990085741607432,0.6890367229190602,0.6895013035630724,0.6882015226342857,0.6907821556771478,0.6913060557908619,0.00394077121829069,81
15,0.027573394775390624,0.00017291435616316394,0.006330966949462891,8.042279587855106e-05,0.0009326033468832199,{'var_smoothing': 0.0009326033468832199},0.6990419977377345,0.689086858284547,0.6893159548877257,0.6882182349813677,0.6908322927183939,0.6912990677219538,0.003962044462570425,82
19,0.026352596282958985,0.00013903490594885485,0.00619359016418457,6.268575349570665e-05,0.000145082877849594,{'var_smoothing': 0.000145082877849594},0.6989250152182653,0.6889865875535733,0.6895354846859587,0.68821899141009,0.6907821556771478,0.691289646909007,0.003908106683827597,83
18,0.027066659927368165,0.00020967492282546004,0.0063629150390625,2.0530594719507363e-05,0.00023101297000831605,{'var_smoothing': 0.00023101297000831605},0.6989584387952565,0.6890032993420689,0.6895521970330407,0.6881346732459577,0.6907821556771478,0.6912861528186944,0.003931102425136208,84
14,0.026780986785888673,0.00034344613321984305,0.0063244342803955075,7.731140705548827e-05,0.001484968262254465,{'var_smoothing': 0.001484968262254465},0.6988398958783975,0.6890526545088609,0.6893828042760537,0.6882349473284498,0.690865717412558,0.691275203880864,0.0038770170509051798,85
