,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
12,0.5570755004882812,0.00834157369710658,0.026341867446899415,0.00012561753423815828,False,balanced,gini,10,sqrt,30,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 30}",0.7512417074532095,0.7532612150809723,0.7589137374216197,0.7499215727175477,0.7531325788197252,0.7532941622986149,0.003072254894296579,1
368,1.6785820960998534,0.010168068636827645,0.07616539001464843,0.00019843825693134553,False,balanced,entropy,10,auto,90,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 90}",0.7537681440425565,0.7525543281977383,0.7583077381204208,0.7509323270356831,0.7507073565076798,0.7532539787808158,0.0027629589987959165,2
7,1.4631982803344727,0.0044251848289332705,0.06802282333374024,0.000220352151933596,False,balanced,gini,10,auto,80,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 80}",0.7528585835832688,0.7532615213577847,0.758408360262552,0.7499219606681768,0.7515157639450283,0.7531932379633621,0.0028575979771744177,3
13,0.7402420520782471,0.004874680608218962,0.03481273651123047,0.0001291473104421956,False,balanced,gini,10,sqrt,40,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 40}",0.7539702867388021,0.7512408090412261,0.7572971267314645,0.7510330716885392,0.7521220695230396,0.7531326727446144,0.0023260724816814527,4
369,1.8652178287506103,0.005397131953074279,0.08471136093139649,0.0003726505241641267,False,balanced,entropy,10,auto,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 100}",0.7514438501494549,0.7542721940021035,0.7567918312462134,0.7502245213220116,0.7528294260307196,0.7531123645501007,0.002284176549501725,5
363,0.7494593143463135,0.004949333816945544,0.034702205657958986,0.00019384609927884178,False,balanced,entropy,10,auto,40,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 40}",0.752656134610211,0.7517460024342064,0.7575998098960244,0.7515384488476069,0.7518189167340339,0.7530718625044164,0.0022958341723816424,6
26,1.2811762332916259,0.010066182474014366,0.059731340408325194,0.0003280879998828515,False,balanced,gini,10,log2,70,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 70}",0.7510397281045974,0.7540699696320414,0.7584086665393643,0.7500228278317578,0.7517178658043654,0.7530518115824252,0.0029911594630189888,7
367,1.4987887382507323,0.006952226378536492,0.06805529594421386,0.00020368402710566495,False,balanced,entropy,10,auto,80,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 80}",0.751949145634706,0.7537668168430358,0.7579033506356592,0.7501235112292514,0.7509094583670171,0.7529304565419339,0.002769675826833132,8
3,0.7483949184417724,0.004152701117470216,0.03515758514404297,0.0004208819485149101,False,balanced,gini,10,auto,40,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 40}",0.7516458907534296,0.7544740304215365,0.7573983614272205,0.7504263577414445,0.7505052546483427,0.7528899789983947,0.0026884503536569477,9
25,1.1052875995635987,0.0073044993128058185,0.051279449462890626,0.00019281390300784088,False,balanced,gini,10,log2,60,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 60}",0.7514440543339966,0.753867826935796,0.7576003203573785,0.7493155529978945,0.7521220695230396,0.7528699648296211,0.00277843134889386,10
29,1.8355216979980469,0.010237868162730248,0.08460016250610351,0.00015813766436124742,False,balanced,gini,10,log2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 100}",0.7508374220607186,0.7532617663792347,0.7581054116580879,0.7498205626247874,0.7523241713823767,0.752869866821041,0.0028737218481012282,11
387,1.490306568145752,0.004645887848884129,0.06796383857727051,0.00016525335038774342,False,balanced,entropy,10,log2,80,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 80}",0.7526566042346567,0.7534636640540302,0.7550741900448438,0.7505278782955589,0.7524252223120453,0.752829511788227,0.001478620526650157,12
385,1.1234628677368164,0.004181342648380345,0.05125193595886231,0.00012866559871591845,False,balanced,entropy,10,log2,60,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 60}",0.751342880893603,0.7544739895846282,0.7577012487763221,0.7491133490462867,0.7514147130153597,0.7528092362632399,0.0029818673856697687,13
389,1.8568321228027345,0.0027934975902727957,0.08459992408752441,0.0002518311700829904,False,balanced,entropy,10,log2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 100}",0.7518482376342166,0.7542718673068369,0.7567916678985801,0.7504269090397071,0.7507073565076798,0.752809207677404,0.002408981160888138,14
376,1.3049379348754884,0.005214674215090407,0.05978670120239258,0.00024210401713268967,False,balanced,entropy,10,sqrt,70,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 70}",0.752555410375809,0.7524534610341571,0.7567917699908508,0.7500229095055745,0.7520210185933711,0.7527689138999525,0.0022103553070485296,15
375,1.1222840309143067,0.0050823730898304055,0.05143494606018066,0.00018677008452245233,False,balanced,entropy,10,sqrt,60,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 60}",0.7512419320562054,0.7541710409801642,0.7583074726805168,0.74951745067269,0.7505052546483427,0.7527486302075838,0.003183312000125659,16
365,1.120042371749878,0.004211665708485994,0.051256656646728516,0.00016900786613641158,False,balanced,entropy,10,auto,60,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 60}",0.7516460336826087,0.7541710001432558,0.7572970042207394,0.750830847318477,0.7495957962813258,0.7527081363292814,0.0027399494776274374,17
18,1.653559684753418,0.006590245077889712,0.07639479637145996,0.00027886262984508673,False,balanced,gini,10,sqrt,90,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 90}",0.7509386363380205,0.7541712043277975,0.7583072889144291,0.7483050028643008,0.7514147130153597,0.7526273690919815,0.0033955888828138088,18
8,1.656959104537964,0.012578235085592113,0.07629861831665039,0.00019101233565233192,False,balanced,gini,10,auto,90,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 90}",0.7532625626989472,0.7541710613986183,0.7565896068761513,0.7486077881211315,0.7504042037186742,0.7526070445627046,0.0028136529686527763,19
17,1.470297908782959,0.009575694196449927,0.06808700561523437,0.00016025173861309165,False,balanced,gini,10,sqrt,80,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 80}",0.7535657971617695,0.7530594399169017,0.7561854848312938,0.7487089207246167,0.7513136620856913,0.7525666609440547,0.002481497788200157,20
6,1.297760009765625,0.008518122359595516,0.06078615188598633,0.0018426741270775842,False,balanced,gini,10,auto,70,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 70}",0.7510395035016015,0.755181713624483,0.7561858115265605,0.749315593834803,0.7510105092966856,0.7525466263568268,0.002655484878109794,21
383,0.7479766368865967,0.0026191859881380085,0.03498258590698242,0.0005745210172343918,False,balanced,entropy,10,log2,40,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 40}",0.7513432280073239,0.7551813052553997,0.7556805568782177,0.7490123797904348,0.7513136620856912,0.7525062264034135,0.0025382734251395696,22
386,1.3152647018432617,0.008187276200612279,0.05978546142578125,0.0001664138864836259,False,balanced,entropy,10,log2,70,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 70}",0.7528586652570854,0.7531603479173912,0.7560846176677127,0.7493154713240779,0.7511115602263541,0.7525061324785243,0.0022575643432101306,23
377,1.4974636077880858,0.007523606224236712,0.06801419258117676,0.0001954962798951658,False,balanced,entropy,10,sqrt,80,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 80}",0.7525555124680798,0.7532614601024222,0.7560845972492585,0.7494163997430215,0.7512126111560227,0.752506116143761,0.0022180177684341016,24
388,1.6773303508758546,0.00793596389801799,0.07637848854064941,0.00023812727298023404,False,balanced,entropy,10,log2,90,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 90}",0.7513426562906071,0.7532616030316015,0.7557817303186112,0.7501234703923431,0.7519199676637025,0.7524858855393731,0.0019324891679248532,25
378,1.6734231948852538,0.0032904029768169966,0.07631425857543946,0.0001701255413742866,False,balanced,entropy,10,sqrt,90,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 90}",0.7513433505180489,0.7525542261054674,0.7558825362268298,0.7503254089040468,0.7521220695230396,0.7524455182554866,0.001878252719844492,26
362,0.5659335613250732,0.008729515373468487,0.026423883438110352,7.409309905079586e-05,False,balanced,entropy,10,auto,30,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 30}",0.7520499107060162,0.7557875904149569,0.7552761489750017,0.7476990444000102,0.7511115602263541,0.7523848509444678,0.0029539288208636277,27
372,0.5638875961303711,0.004479622076920085,0.026326942443847656,0.00010256526745574499,False,balanced,entropy,10,sqrt,30,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 30}",0.7512414215948512,0.7533624906136367,0.7586101966819849,0.7487089411430707,0.75,0.7523846100067086,0.003470388051990754,28
366,1.3073026180267333,0.0062170483369827926,0.0596766471862793,0.0002055291506258239,False,balanced,entropy,10,auto,70,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 70}",0.7524542777723238,0.753160817541837,0.7561854848312938,0.7486083190009397,0.7514147130153597,0.7523647224323508,0.0024598007042575913,29
379,1.8708751201629639,0.004595484572658035,0.0847743034362793,0.00027876947561421804,False,balanced,entropy,10,sqrt,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100}",0.7523534718641052,0.7538677248435253,0.7563875050168143,0.7477998503082288,0.7514147130153597,0.7523646530096066,0.0028348720578892095,30
14,0.9224295139312744,0.00856187705745458,0.04298243522644043,0.00015008502388967973,False,balanced,gini,10,sqrt,50,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 50}",0.7516458499165213,0.7543729386549597,0.7550740062787563,0.7508311127583813,0.7498989490703314,0.75236457133579,0.0020160320355562243,31
16,1.2827980041503906,0.004753060082270389,0.059650230407714847,0.00034823373590551425,False,balanced,gini,10,sqrt,70,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 70}",0.7515448806606693,0.7533628377273575,0.7564884742726661,0.7496180932332753,0.7506063055780112,0.7523241182943958,0.002420804090543798,32
15,1.1115290164947509,0.009488670944522735,0.05135793685913086,0.00025311410186726726,False,balanced,gini,10,sqrt,60,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 60}",0.751343003404328,0.752049400244662,0.7570952086382148,0.7486079514687647,0.7523241713823767,0.7522839470276692,0.0027423780457344824,33
384,0.9319657325744629,0.003512161380887619,0.042925357818603516,0.00016782906830032962,False,balanced,entropy,10,log2,50,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 50}",0.7516463603778754,0.753564878331332,0.7561855460866562,0.7498207668093291,0.7502021018593371,0.7522839306929059,0.0023524928501223,34
23,0.7375851631164551,0.005922003576079175,0.03458242416381836,0.00011989884262249119,False,balanced,gini,10,log2,40,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 40}",0.7502313615041573,0.7534638274016635,0.7564886988756618,0.7504268477843445,0.7506063055780113,0.7522434082287677,0.0024306478393033622,35
4,0.9188063621520997,0.008379646531289362,0.0430945873260498,0.0002852230628707185,False,balanced,gini,10,auto,50,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 50}",0.752353063495022,0.7516449515045378,0.7564887192941161,0.7503256335070427,0.7504042037186742,0.7522433143038786,0.0022562523723594773,36
374,0.9371517181396485,0.006040685612061989,0.043202447891235354,0.00032163638007640745,False,balanced,entropy,10,sqrt,50,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 50}",0.7520501557274661,0.7523523692675802,0.7558828833405505,0.7484058496094277,0.7524252223120453,0.752223296051414,0.0023686657909415794,37
364,0.9361112594604493,0.004093843158228069,0.043117427825927736,0.00016201973775380532,False,balanced,entropy,10,auto,50,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 50}",0.75265627753939,0.7528573584760189,0.7547713435326506,0.7496186036946294,0.7510105092966856,0.7521828185078749,0.001750950366066617,38
5,1.116648054122925,0.007886985444057198,0.05204329490661621,0.00042553159058345377,False,balanced,gini,10,auto,60,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 60}",0.751241768708572,0.7519482268042685,0.7570948819429482,0.7503255314147719,0.7502021018593371,0.7521625021459795,0.0025471421317842203,39
19,1.8343369960784912,0.010206125798423721,0.08453402519226075,0.00022034843718824823,False,balanced,gini,10,sqrt,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100}",0.7508375037345353,0.7518472575484166,0.7572972696606437,0.7492142162098677,0.7514147130153597,0.7521221920337646,0.002737308583097157,40
28,1.6525574207305909,0.006426285951362121,0.07626914978027344,0.000344256185163673,False,balanced,gini,10,log2,90,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 90}",0.7519491047977976,0.7526553587089526,0.7558824137161048,0.749719532113573,0.7502021018593371,0.752081702239153,0.002186541417298855,41
9,1.8341286182403564,0.0064676286765786494,0.08471450805664063,0.0002262268756768319,False,balanced,gini,10,auto,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 100}",0.7518481559604,0.7531606746126578,0.7579032689618426,0.7479005337057224,0.7495957962813258,0.7520816859043897,0.003428447552132289,42
382,0.5612930297851563,0.00445815056078862,0.026262760162353516,0.00012155616412196454,False,balanced,entropy,10,log2,30,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 30}",0.7517469416830981,0.7530592357323601,0.7568928413389736,0.7481025947281512,0.7501010509296686,0.7519805328824504,0.0029637744785408165,43
22,0.5529855251312256,0.004328153542838915,0.02635040283203125,0.0001467161840364045,False,balanced,gini,10,log2,30,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 30}",0.7513430850781446,0.7530598891228935,0.756287229988404,0.7466882696634205,0.7520210185933711,0.7518798984892469,0.0031009044560010267,44
27,1.4677914142608643,0.006589547943393343,0.06801257133483887,0.0002003449691643739,False,balanced,gini,10,log2,80,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 80}",0.7494232603436214,0.7525543894531007,0.7573983818456747,0.7494164201614757,0.7503031527890056,0.7518191209185756,0.003015959233914715,45
373,0.7471958637237549,0.0065884351446924855,0.03459620475769043,0.0001586117653495912,False,balanced,entropy,10,sqrt,40,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 40}",0.7518477680097708,0.7523527367997553,0.7563876071090849,0.7495177977864109,0.7489894907033146,0.7518190800816672,0.0026252439102975498,46
24,0.9222350597381592,0.004556313885001533,0.04297428131103516,0.00012102859781508668,False,balanced,gini,10,log2,50,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 50}",0.7504337083849444,0.7521500836421556,0.7553775674368453,0.749214502068226,0.7515157639450283,0.7517383250954399,0.0020753250742928243,47
361,0.37824578285217286,0.0022939273686357915,0.018043661117553712,9.417293642094547e-05,False,balanced,entropy,10,auto,20,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 20}",0.7491199646254365,0.752756021687992,0.7579035548202008,0.7475974625905334,0.7512126111560227,0.7517179229760371,0.0035587248183219016,48
2,0.5627430438995361,0.004056084173116377,0.02682523727416992,0.000281904192183563,False,balanced,gini,10,auto,30,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 30}",0.7528583181433647,0.7523522875937636,0.7551754655775083,0.7498206238801499,0.7478779304769604,0.7516169251343493,0.002527916291294756,49
371,0.37877798080444336,0.002120660270798617,0.017969322204589844,7.828867496363905e-05,False,balanced,entropy,10,sqrt,20,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 20}",0.7518480538681291,0.7487150666793206,0.7548716185610609,0.7524477030300822,0.7502021018593371,0.751616908799586,0.0020861039809511005,50
21,0.3731686115264893,0.004145338474040201,0.018047857284545898,0.0001312027123942508,False,balanced,gini,10,log2,20,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 20}",0.7504331162497736,0.7504324016038777,0.7565901581744138,0.7473958711925504,0.7505052546483428,0.7510713603737915,0.003003413040174556,51
1,0.37227330207824705,0.0034963491934231162,0.018192052841186523,0.00013049309010030756,False,balanced,gini,10,auto,20,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 20}",0.7501304126667596,0.7528574401498356,0.7541649358623685,0.7482038906792696,0.7489894907033146,0.7508692340123095,0.0022802614455851556,52
370,0.19179067611694336,0.000956475965819346,0.009674453735351562,7.770874590145548e-05,False,balanced,entropy,10,sqrt,10,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 10}",0.7513427788013323,0.7517466966616481,0.7536601712569257,0.7486086048592981,0.7486863379143088,0.7508089178987026,0.0019308446569255226,53
11,0.3703444480895996,0.003315734159710472,0.01797327995300293,6.828877489229865e-05,False,balanced,gini,10,sqrt,20,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 20}",0.7485130669122544,0.7499273103031683,0.7551756493435957,0.7474964116608649,0.7505052546483427,0.7503235385736452,0.0026458817326427985,54
360,0.19068779945373535,0.0013005860334174663,0.009639644622802734,4.979960901299731e-05,False,balanced,entropy,10,auto,10,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 10}",0.7489181282060036,0.7532615417762389,0.7514359073707843,0.7469905240404429,0.7508084074373484,0.7502829017661636,0.0021531480396707356,55
381,0.375732421875,0.001504777346266278,0.018009090423583986,6.877367302698828e-05,False,balanced,entropy,10,log2,20,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 20}",0.7480091598818865,0.7504324016038777,0.7540640074434249,0.7470925754743656,0.7507073565076798,0.7500611001822468,0.0024331615837425943,56
20,0.1895752429962158,0.0015305454407442969,0.009717035293579101,7.402233041801043e-05,False,balanced,gini,10,log2,10,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 10}",0.7498268923455789,0.7504325649515111,0.7546701292553488,0.747294840681336,0.7479789814066289,0.7500406817280807,0.002585394130033878,57
10,0.18957009315490722,0.0023819606105513064,0.009712934494018555,7.202167127067756e-05,False,balanced,gini,10,sqrt,10,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 10}",0.7482101591446987,0.7485124339401752,0.7519415908066645,0.7489109817470454,0.7501010509296686,0.7495352433136505,0.0013639894492476511,58
0,0.1880796432495117,0.0025759012571492834,0.010081100463867187,0.0006235238059893913,False,balanced,gini,10,auto,10,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 10}",0.750231198156524,0.7487149237501415,0.7535587732135363,0.744768792042618,0.7480800323362975,0.7490707438998234,0.002867192646662468,59
380,0.19166178703308107,0.0014326734529232891,0.009716606140136719,6.719726882681141e-05,False,balanced,entropy,10,log2,10,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 10}",0.7483111488190047,0.7499273103031683,0.750729000069096,0.744970628462051,0.7467663702506063,0.7481408915807852,0.002090859251850144,60
397,2.789004850387573,0.01572601011633873,0.13779873847961427,0.000484347478996594,False,balanced,entropy,20,auto,80,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'n_estimators': 80}",0.740127371133827,0.7403290237871725,0.7444650266999875,0.7418385192667717,0.7393896523848019,0.7412299186545122,0.0018027823668953016,61
398,3.1262938022613525,0.013532366396712523,0.15480256080627441,0.000627655174391726,False,balanced,entropy,20,auto,90,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'n_estimators': 90}",0.7396220960670301,0.7380049749155206,0.7463848514345107,0.7423433042906686,0.7394907033144704,0.7411691860044402,0.002959889959396936,62
407,2.7829121589660644,0.006468441711624858,0.13792762756347657,0.0003963233295390677,False,balanced,entropy,20,sqrt,80,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'n_estimators': 80}",0.7400264018779751,0.7386112600750778,0.7440607617259507,0.7409287546229422,0.7412085691188359,0.7409671494841563,0.0017925074769328305,63
58,2.9289195060729982,0.007312127868523106,0.156866455078125,0.0008711586193889535,False,balanced,gini,20,log2,90,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'log2', 'n_estimators': 90}",0.7416432371711261,0.7372976592447491,0.7462840455262922,0.7388068484475359,0.7406022635408246,0.7409268107861056,0.0030654051271608454,64
419,3.48006157875061,0.013616486561158471,0.1718956470489502,0.0003672596139740099,False,balanced,entropy,20,log2,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'n_estimators': 100}",0.740834625549236,0.738712392678563,0.7439599762361864,0.7386048690989238,0.7421180274858529,0.7408459782097524,0.002044014638788234,65
408,3.131717395782471,0.004570944464900555,0.15490522384643554,0.000610293176957895,False,balanced,entropy,20,sqrt,90,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'n_estimators': 90}",0.7397230653228819,0.7406320744839072,0.7436568438656348,0.740120633043952,0.7396928051738076,0.7407650843780367,0.0014853193926682067,66
406,2.433047151565552,0.012749336030167379,0.12080488204956055,0.0005193654771732528,False,balanced,entropy,20,sqrt,70,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'n_estimators': 70}",0.7393192495548369,0.740430074716841,0.7453748321807252,0.740221479789079,0.7376717865804365,0.7406034845643837,0.002576271310571686,67
396,2.433438777923584,0.013236539049240466,0.1206669807434082,0.0003292295906594283,False,balanced,entropy,20,auto,70,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'n_estimators': 70}",0.736287925849322,0.7391163513757872,0.7459810152480115,0.7418383355006841,0.7390864995957963,0.7404620255139203,0.003270458540087023,68
418,3.1334419727325438,0.020210633714890784,0.15485920906066894,0.0005561694317244196,False,balanced,entropy,20,log2,90,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'n_estimators': 90}",0.7396223002515716,0.7393183103059452,0.743555650006787,0.7383020225867307,0.7415117219078415,0.7404620010117753,0.001862858591408487,69
399,3.47597336769104,0.01338726312381048,0.17199325561523438,0.0007316965277713315,False,balanced,entropy,20,auto,100,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'n_estimators': 100}",0.738308821931968,0.7371967512442598,0.7448690670710283,0.740019622951192,0.7412085691188359,0.7403205664634568,0.0026598237187556244,70
417,2.7784711360931396,0.014747073274687189,0.13796091079711914,0.00046603588848773966,False,balanced,entropy,20,log2,80,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'n_estimators': 80}",0.7378035264467169,0.7395203304914657,0.7430504566138068,0.7398171331412255,0.7414106709781729,0.7403204235342775,0.0017815690360190864,71
416,2.448098087310791,0.01124776321999849,0.12079095840454102,0.00032567751005396046,False,balanced,entropy,20,log2,70,"{'bootstrap': False, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'n_estimators': 70}",0.7386116276072529,0.7364895989211215,0.7457785050195911,0.7388069301213527,0.7402991107518189,0.7399971544842273,0.003135425214842862,72
